1986,Mona Lisa,Robbie Coltrane
1986,Mona Lisa,Michael Caine
1986,Cinderella (reissue),Ilene Woods
1986,Cinderella (reissue),Eleanor Audley
1986,Cinderella (reissue),Verna Felton
1986,Cinderella (reissue),Claire Du Brey
1986,Cinderella (reissue),Rhoda Williams
1986,Cinderella (reissue),James MacDonald
1986,Cinderella (reissue),Helene Stanley
1986,Cinderella (reissue),Luis van Rooten
1986,Cinderella (reissue),Don Barclay
1986,Top Gun,Tom Cruise
1986,Top Gun,Kelly McGillis
1986,Top Gun,Val Kilmer
1986,Top Gun,Anthony Edwards
1986,Top Gun,Tom Skerritt
1986,Labyrinth,David Bowie
1986,Labyrinth,Jennifer Connelly
1987,Heartbreak Ridge,Marsha Mason
1987,Heartbreak Ridge,Everett McGill
1987,Heartbreak Ridge,Moses Gunn
1987,Heartbreak Ridge,Eileen Heckart
1987,Heartbreak Ridge,Bo Svenson
1987,Heartbreak Ridge,Boyd Gaines
1987,Crocodile Dundee,Linda Kozlowski
1987,Crocodile Dundee,Mark Blum
1987,Crocodile Dundee,David Gulpilil
1987,Crocodile Dundee,Michael Lombard
1987,Crocodile Dundee,John Meillon
1987,The Fly,Jeff Goldblum
1987,The Fly,Geena Davis
1987,The Fly,John Getz
1987,The Color of Money,Paul Newman
1987,The Color of Money,Tom Cruise
1987,The Color of Money,Mary Elizabeth Mastrantonio
1987,The Color of Money,Helen Shaver
1987,Over the Top,Robert Loggia
1987,Over the Top,Susan Blakely
1987,Over the Top,David Mendenhall
1987,Flight of the Navigator,Joey Cramer
1987,Flight of the Navigator,Sarah Jessica Parker
1987,Star Trek IV: The Voyage Home,William Shatner
1987,Star Trek IV: The Voyage Home,DeForest Kelley
1987,Star Trek IV: The Voyage Home,James Doohan
1987,Star Trek IV: The Voyage Home,George Takei
1987,Star Trek IV: The Voyage Home,Walter Koenig
1987,Star Trek IV: The Voyage Home,Nichelle Nichols
1987,Star Trek IV: The Voyage Home,Catherine Hicks
1987,Platoon,Tom Berenger
1987,Platoon,Willem Dafoe
1987,Platoon,Charlie Sheen
1987,Personal Services,Julie Walters
1987,Personal Services,Alec McCowen
1987,Personal Services,Shirley Stelfox
1987,Mannequin,Andrew McCarthy
1987,Mannequin,Kim Cattrall
1987,Mannequin,Estelle Getty
1987,Mannequin,Meshach Taylor
1987,Mannequin,G. W. Bailey
1987,The Secret of My Success,Michael J. Fox
1987,The Secret of My Success,Helen Slater
1987,The Secret of My Success,Richard Jordan
1987,The Secret of My Success,Margaret Whitton
1987,Police Academy 4: Citizens on Patrol,Steve Guttenberg
1987,Police Academy 4: Citizens on Patrol,Bubba Smith
1987,Police Academy 4: Citizens on Patrol,Michael Winslow
1987,Police Academy 4: Citizens on Patrol,David Graf
1987,Police Academy 4: Citizens on Patrol,Tim Kazurinsky
1987,Police Academy 4: Citizens on Patrol,Sharon Stone
1987,Police Academy 4: Citizens on Patrol,Marion Ramsey
1987,Police Academy 4: Citizens on Patrol,Lance Kinsey
1987,Police Academy 4: Citizens on Patrol,Leslie Easterbrook
1987,Police Academy 4: Citizens on Patrol,Colleen Camp
1987,Police Academy 4: Citizens on Patrol,G. W. Bailey
1987,Police Academy 4: Citizens on Patrol,Bobcat Goldthwait
1987,Police Academy 4: Citizens on Patrol,George Gaynes
1987,The Living Daylights,Timothy Dalton
1987,The Living Daylights,Maryam d'Abo
1987,The Living Daylights,Joe Don Baker
1987,The Living Daylights,Art Malik
1987,The Living Daylights,John Rhys-Davies
1987,The Living Daylights,Jeroen Krabbé
1987,Lethal Weapon,Mel Gibson
1987,Lethal Weapon,Danny Glover
1987,Lethal Weapon,Gary Busey
1987,Blind Date,Kim Basinger
1987,Blind Date,Bruce Willis
1987,Blind Date,John Larroquette
1987,Blind Date,William Daniels
1987,Full Metal Jacket,Matthew Modine
1987,Full Metal Jacket,Adam Baldwin
1987,Full Metal Jacket,Vincent D'Onofrio
1987,Full Metal Jacket,Lee Ermey
1987,Full Metal Jacket,Dorian Harewood
1987,Full Metal Jacket,Arliss Howard
1987,Full Metal Jacket,Kevyn Major Howard
1987,Full Metal Jacket,Ed O'Ross
1987,The Untouchables,Kevin Costner
1987,The Untouchables,Charles Martin Smith
1987,The Untouchables,Andy García
1987,The Untouchables,Robert De Niro
1987,The Untouchables,Sean Connery
1987,Beverly Hills Cop II,Judge Reinhold
1987,Beverly Hills Cop II,Jürgen Prochnow
1987,Beverly Hills Cop II,Ronny Cox
1987,Beverly Hills Cop II,John Ashton
1987,Beverly Hills Cop II,Brigitte Nielsen
1987,Beverly Hills Cop II,Allen Garfield
1987,Beverly Hills Cop II,Paul Reiser
1987,A Nightmare on Elm Street 3: Dream Warriors,Heather Langenkamp
1987,A Nightmare on Elm Street 3: Dream Warriors,Patricia Arquette
1987,A Nightmare on Elm Street 3: Dream Warriors,Larry Fishburne
1987,A Nightmare on Elm Street 3: Dream Warriors,Priscilla Pointer
1987,A Nightmare on Elm Street 3: Dream Warriors,Craig Wasson
1987,A Nightmare on Elm Street 3: Dream Warriors,John Saxon
1987,A Nightmare on Elm Street 3: Dream Warriors,Dick Cavett
1987,A Nightmare on Elm Street 3: Dream Warriors,Zsa Zsa Gabor
1987,A Nightmare on Elm Street 3: Dream Warriors,Robert Englund
1987,The Witches of Eastwick,Jack Nicholson
1987,The Witches of Eastwick,Cher
1987,The Witches of Eastwick,Susan Sarandon
1987,The Witches of Eastwick,Michelle Pfeiffer
1987,The Witches of Eastwick,Veronica Cartwright
1987,Innerspace,Dennis Quaid
1987,Innerspace,Martin Short
1987,Innerspace,Meg Ryan
1987,Innerspace,Kevin McCarthy
1987,Snow White and the Seven Dwarfs (reissue),Adriana Caselotti
1987,Snow White and the Seven Dwarfs (reissue),Roy Atwell
1987,Snow White and the Seven Dwarfs (reissue),Pinto Colvig
1987,Snow White and the Seven Dwarfs (reissue),Otis Harlan
1987,Snow White and the Seven Dwarfs (reissue),Scotty Mattraw
1987,Snow White and the Seven Dwarfs (reissue),Billy Gilbert
1987,Snow White and the Seven Dwarfs (reissue),Eddie Collins
1987,Masters of the Universe,Dolph Lundgren
1987,Masters of the Universe,Frank Langella
1987,Masters of the Universe,Courteney Cox
1987,Masters of the Universe,James Tolkan
1987,Masters of the Universe,Christina Pickles
1987,Masters of the Universe,Meg Foster
1987,Masters of the Universe,Robert Duncan McNeill
1989,Who Framed Roger Rabbit,Bob Hoskins
1989,Who Framed Roger Rabbit,Christopher Lloyd
1989,Who Framed Roger Rabbit,Charles Fleischer
1989,Who Framed Roger Rabbit,Stubby Kaye
1989,Who Framed Roger Rabbit,Joanna Cassidy
1989,Cocktail,Tom Cruise
1989,Cocktail,Bryan Brown
1989,Cocktail,Elisabeth Shue
1989,Die Hard,Bruce Willis
1989,Die Hard,Alan Rickman
1989,Die Hard,Alexander Godunov
1989,Die Hard,Bonnie Bedelia
1989,The Naked Gun: From the Files of Police Squad!,Leslie Nielsen
1989,Rain Man,Dustin Hoffman
1989,Rain Man,Tom Cruise
1989,Rain Man,Valeria Golino
1989,Twins,Arnold Schwarzenegger
1989,Twins,Danny DeVito
1989,Twins,Kelly Preston
1989,Twins,Chloe Webb
1989,Twins,Bonnie Bartlett
1989,Twins,Tony Jay
1989,Working Girl,Harrison Ford
1989,Working Girl,Sigourney Weaver
1989,Working Girl,Melanie Griffith
1989,My Stepmother is an Alien,Dan Aykroyd
1989,My Stepmother is an Alien,Kim Basinger
1989,My Stepmother is an Alien,Jon Lovitz
1989,A Nightmare on Elm Street 4: The Dream Master,Lisa Wilcox
1989,A Nightmare on Elm Street 4: The Dream Master,Danny Hassel
1989,A Nightmare on Elm Street 4: The Dream Master,Tuesday Knight
1989,A Nightmare on Elm Street 4: The Dream Master,Ken Sagoes
1989,A Nightmare on Elm Street 4: The Dream Master,Rodney Eastman
1989,A Nightmare on Elm Street 4: The Dream Master,Robert Englund
1989,Mississippi Burning,Gene Hackman
1989,Mississippi Burning,Willem Dafoe
1989,Beaches,Barbara Hershey
1989,Hellbound: Hellraiser II,Ashley Laurence
1989,Hellbound: Hellraiser II,Clare Higgins
1989,Hellbound: Hellraiser II,Kenneth Cranham
1989,Licence to Kill,Timothy Dalton
1989,Licence to Kill,Carey Lowell
1989,Licence to Kill,Robert Davi
1989,Licence to Kill,Talisa Soto
1989,Licence to Kill,Anthony Zerbe
1989,Indiana Jones and the Last Crusade,Harrison Ford
1989,Indiana Jones and the Last Crusade,Denholm Elliott
1989,Indiana Jones and the Last Crusade,Alison Doody
1989,Indiana Jones and the Last Crusade,John Rhys-Davies
1989,Indiana Jones and the Last Crusade,Julian Glover
1989,Indiana Jones and the Last Crusade,Sean Connery
1989,Batman,Jack Nicholson
1989,Batman,Michael Keaton
1989,Batman,Kim Basinger
1989,Batman,Robert Wuhl
1989,Batman,Pat Hingle
1989,Batman,Billy Dee Williams
1989,Batman,Michael Gough
1989,Batman,Jack Palance
1989,Lethal Weapon II,Mel Gibson
1989,Lethal Weapon II,Danny Glover
1989,Lethal Weapon II,Joe Pesci
1989,Lethal Weapon II,Joss Ackland
1989,Lethal Weapon II,Derrick O'Connor
1989,Lethal Weapon II,Patsy Kensit
1989,Dead Poets Society,Robin Williams
1989,Young Einstein,John Howard
1989,Shirley Valentine,Pauline Collins
1989,Shirley Valentine,Tom Conti
1989,Wilt,Griff Rhys Jones
1989,Wilt,Mel Smith
1989,Wilt,Alison Steadman
1989,Wilt,Diana Quick
1989,Back to the Future Part II,Michael J. Fox
1989,Back to the Future Part II,Christopher Lloyd
1989,Back to the Future Part II,Lea Thompson
1989,Back to the Future Part II,Thomas F. Wilson
1998,Titanic,Leonardo DiCaprio
1998,Titanic,Kate Winslet
1998,Titanic,Billy Zane
1998,Titanic,Kathy Bates
1998,Titanic,Frances Fisher
1998,Titanic,Bernard Hill
1998,Titanic,Jonathan Hyde
1998,Titanic,Danny Nucci
1998,Titanic,David Warner
1998,Titanic,Bill Paxton
1998,Spiceworld,Victoria
1998,Spiceworld,Emma
1998,Spiceworld,Mel C
1998,Spiceworld,Geri
1998,Spiceworld,Mel B
1998,Spiceworld,Richard E. Grant
1998,Spiceworld,Alan Cumming
1998,Spiceworld,George Wendt
1998,Spiceworld,Claire Rushbrook
1998,Spiceworld,Mark McKinney
1998,Spiceworld,Roger Moore
1998,As Good as It Gets,Jack Nicholson
1998,As Good as It Gets,Helen Hunt
1998,As Good as It Gets,Greg Kinnear
1998,As Good as It Gets,Cuba Gooding Jr.
1998,As Good as It Gets,Skeet Ulrich
1998,As Good as It Gets,Shirley Knight
1998,Good Will Hunting,Robin Williams
1998,Good Will Hunting,Stellan Skarsgård
1998,Good Will Hunting,Minnie Driver
1998,The Man in the Iron Mask,Leonardo DiCaprio
1998,The Man in the Iron Mask,Jeremy Irons
1998,The Man in the Iron Mask,John Malkovich
1998,The Man in the Iron Mask,Gérard Depardieu
1998,The Man in the Iron Mask,Gabriel Byrne
1998,Lost in Space,Gary Oldman
1998,Lost in Space,William Hurt
1998,Lost in Space,Matt LeBlanc
1998,Lost in Space,Mimi Rogers
1998,Lost in Space,Heather Graham
1998,Lost in Space,Lacey Chabert
1998,Lost in Space,Jared Harris
1998,The Wedding Singer,Adam Sandler
1998,The Wedding Singer,Drew Barrymore
1998,The Wedding Singer,Christine Taylor
1998,City of Angels,Nicolas Cage
1998,City of Angels,Meg Ryan
1998,City of Angels,Dennis Franz
1998,City of Angels,Andre Braugher
1998,Godzilla,Matthew Broderick
1998,Godzilla,Jean Reno
1998,Godzilla,Maria Pitillo
1998,Godzilla,Hank Azaria
1998,Godzilla,Kevin Dunn
1998,Godzilla,Michael Lerner
1998,Godzilla,Harry Shearer
1998,Deep Impact,Robert Duvall
1998,Deep Impact,Téa Leoni
1998,Deep Impact,Elijah Wood
1998,Deep Impact,Vanessa Redgrave
1998,Deep Impact,Maximilian Schell
1998,Deep Impact,Morgan Freeman
1998,Dr. Dolittle,Eddie Murphy
1998,Dr. Dolittle,Ossie Davis
1998,Dr. Dolittle,Oliver Platt
1998,The X-Files,David Duchovny
1998,The X-Files,Gillian Anderson
1998,The X-Files,Martin Landau
1998,The X-Files,Blythe Danner
1998,The X-Files,Armin Mueller-Stahl
1998,Sliding Doors,Gwyneth Paltrow
1998,Sliding Doors,John Hannah
1998,Sliding Doors,John Lynch
1998,Sliding Doors,Jeanne Tripplehorn
1998,Armageddon,Bruce Willis
1998,Armageddon,Billy Bob Thornton
1998,Armageddon,Liv Tyler
1998,Armageddon,Ben Affleck
1998,Armageddon,Will Patton
1998,Armageddon,Peter Stormare
1998,Armageddon,Keith David
1998,Armageddon,Steve Buscemi
1998,There's Something About Mary,Cameron Diaz
1998,There's Something About Mary,Matt Dillon
1998,There's Something About Mary,Ben Stiller
1998,There's Something About Mary,Lee Evans
1998,There's Something About Mary,Chris Elliott
1998,Lethal Weapon 4,Mel Gibson
1998,Lethal Weapon 4,Danny Glover
1998,Lethal Weapon 4,Joe Pesci
1998,Lethal Weapon 4,Rene Russo
1998,Lethal Weapon 4,Chris Rock
1998,Lethal Weapon 4,Jet Li
1998,The Truman Show,Jim Carrey
1998,The Truman Show,Laura Linney
1998,The Truman Show,Noah Emmerich
1998,The Truman Show,Natascha McElhone
1998,The Truman Show,Holland Taylor
1998,The Truman Show,Ed Harris
1998,Blade,Stephen Dorff
1998,Blade,Kris Kristofferson
1998,Blade,N'Bushe Wright
1998,Blade,Donal Logue
1998,A Perfect Murder,Michael Douglas
1998,A Perfect Murder,Gwyneth Paltrow
1998,A Perfect Murder,Viggo Mortensen
1998,A Perfect Murder,David Suchet
1998,Antz,Woody Allen
1998,Antz,Dan Aykroyd
1998,Antz,Anne Bancroft
1998,Antz,Jane Curtin
1998,Antz,Danny Glover
1998,Antz,Gene Hackman
1998,Antz,Jennifer Lopez
1998,Antz,John Mahoney
1998,Antz,Paul Mazursky
1998,Antz,Grant Shaud
1998,Antz,Sylvester Stallone
1998,Antz,Sharon Stone
1998,Antz,Christopher Walken
1998,Saving Private Ryan,Tom Hanks
1998,Saving Private Ryan,Edward Burns
1998,Saving Private Ryan,Matt Damon
1998,Saving Private Ryan,Tom Sizemore
1998,A Bug's Life,Dave Foley
1998,A Bug's Life,Kevin Spacey
1998,A Bug's Life,Julia Louis-Dreyfus
1998,A Bug's Life,Hayden Panettiere
1998,You've Got Mail,Tom Hanks
1998,You've Got Mail,Meg Ryan
1998,You've Got Mail,Parker Posey
1998,You've Got Mail,Jean Stapleton
1998,You've Got Mail,Dave Chappelle
1998,You've Got Mail,Steve Zahn
1998,You've Got Mail,Greg Kinnear
1999,Enemy of the State,Will Smith
1999,Enemy of the State,Gene Hackman
1999,Enemy of the State,Jon Voight
1999,Enemy of the State,Regina King
1999,Enemy of the State,Loren Dean
1999,Enemy of the State,Jake Busey
1999,Enemy of the State,Scott Caan
1999,Enemy of the State,Barry Pepper
1999,Enemy of the State,Gabriel Byrne
1999,Rush Hour,Jackie Chan
1999,Rush Hour,Chris Tucker
1999,Rush Hour,Tzi Ma
1999,Rush Hour,Tom Wilkinson
1999,Rush Hour,Ken Leung
1999,Rush Hour,Elizabeth Peña
1999,Rush Hour,Mark Rolston
1999,Rush Hour,Rex Linn
1999,The Waterboy,Kathy Bates
1999,The Waterboy,Fairuza Balk
1999,The Waterboy,Jerry Reed
1999,The Waterboy,Henry Winkler
1999,Practical Magic,Sandra Bullock
1999,Practical Magic,Nicole Kidman
1999,Practical Magic,Dianne Wiest
1999,Practical Magic,Stockard Channing
1999,Practical Magic,Aidan Quinn
1999,Shakespeare in Love,Gwyneth Paltrow
1999,Shakespeare in Love,Joseph Fiennes
1999,Shakespeare in Love,Geoffrey Rush
1999,Shakespeare in Love,Colin Firth
1999,Shakespeare in Love,Ben Affleck
1999,Shakespeare in Love,Judi Dench
1999,Shakespeare in Love,Simon Callow
1999,Shakespeare in Love,Jim Carter
1999,Shakespeare in Love,Martin Clunes
1999,Shakespeare in Love,Antony Sher
1999,Shakespeare in Love,Imelda Staunton
1999,Shakespeare in Love,Tom Wilkinson
1999,Shakespeare in Love,Mark Williams
1999,Payback,Mel Gibson
1999,Payback,Gregg Henry
1999,Payback,Maria Bello
1999,Payback,David Paymer
1999,Analyze This,Robert De Niro
1999,Analyze This,Billy Crystal
1999,Analyze This,Lisa Kudrow
1999,Analyze This,Joe Viterelli
1999,Analyze This,Chazz Palminteri
1999,Patch Adams,Robin Williams
1999,Patch Adams,Monica Potter
1999,Patch Adams,Philip Seymour Hoffman
1999,Patch Adams,Bob Gunton
1999,Patch Adams,Daniel London
1999,Patch Adams,Peter Coyote
1999,The Rugrats Movie,E. G. Daily
1999,The Rugrats Movie,Tara Charendoff
1999,The Rugrats Movie,Christine Cavanaugh
1999,The Rugrats Movie,Kath Soucie
1999,The Rugrats Movie,Cheryl Chase
1999,The Matrix,Keanu Reeves
1999,The Matrix,Laurence Fishburne
1999,The Matrix,Carrie-Anne Moss
1999,The Matrix,Hugo Weaving
1999,The Matrix,Joe Pantoliano
1999,Forces of Nature,Sandra Bullock
1999,Forces of Nature,Ben Affleck
1999,Forces of Nature,Maura Tierney
1999,Forces of Nature,Steve Zahn
1999,Forces of Nature,Blythe Danner
1999,Forces of Nature,Ronny Cox
1999,EDtv,Matthew McConaughey
1999,EDtv,Jenna Elfman
1999,EDtv,Woody Harrelson
1999,EDtv,Ellen DeGeneres
1999,EDtv,Sally Kirkland
1999,EDtv,Martin Landau
1999,EDtv,Rob Reiner
1999,EDtv,Dennis Hopper
1999,EDtv,Elizabeth Hurley
1999,EDtv,Clint Howard
1999,Star Wars: Episode I – The Phantom Menace,Liam Neeson
1999,Star Wars: Episode I – The Phantom Menace,Ewan McGregor
1999,Star Wars: Episode I – The Phantom Menace,Natalie Portman
1999,Star Wars: Episode I – The Phantom Menace,Jake Lloyd
1999,Star Wars: Episode I – The Phantom Menace,Ahmed Best
1999,Star Wars: Episode I – The Phantom Menace,Ian McDiarmid
1999,Star Wars: Episode I – The Phantom Menace,Anthony Daniels
1999,Star Wars: Episode I – The Phantom Menace,Kenny Baker
1999,Star Wars: Episode I – The Phantom Menace,Pernilla August
1999,Star Wars: Episode I – The Phantom Menace,Frank Oz
1999,Austin Powers: The Spy Who Shagged Me,Heather Graham
1999,Austin Powers: The Spy Who Shagged Me,Michael York
1999,Austin Powers: The Spy Who Shagged Me,Robert Wagner
1999,Austin Powers: The Spy Who Shagged Me,Seth Green
1999,Austin Powers: The Spy Who Shagged Me,Elizabeth Hurley
1999,The Mummy,Brendan Fraser
1999,The Mummy,Rachel Weisz
1999,The Mummy,John Hannah
1999,The Mummy,Arnold Vosloo
1999,The Mummy,Kevin J. O'Connor
1999,The Mummy,Jonathan Hyde
1999,Entrapment,Catherine Zeta-Jones
1999,Entrapment,Will Patton
1999,Entrapment,Maury Chaykin
1999,Entrapment,Ving Rhames
1999,"South Park: Bigger, Longer & Uncut",Mary Kay Bergman
1999,"South Park: Bigger, Longer & Uncut",Isaac Hayes
1999,Two Hands,Heath Ledger
1999,Two Hands,Bryan Brown
1999,Two Hands,Rose Byrne
1999,Two Hands,David Field
1999,Eyes Wide Shut,Tom Cruise
1999,Eyes Wide Shut,Nicole Kidman
1999,Eyes Wide Shut,Sydney Pollack
1999,Eyes Wide Shut,Marie Richardson
1999,Runaway Bride,Julia Roberts
1999,Runaway Bride,Richard Gere
1999,Runaway Bride,Joan Cusack
1999,Runaway Bride,Héctor Elizondo
1999,Runaway Bride,Rita Wilson
1999,Runaway Bride,Paul Dooley
1999,Wild Wild West,Will Smith
1999,Wild Wild West,Kevin Kline
1999,Wild Wild West,Kenneth Branagh
1999,Wild Wild West,Salma Hayek
1999,Wild Wild West,Ted Levine
1999,Big Daddy,Joey Lauren Adams
1999,Big Daddy,Jon Stewart
1999,Big Daddy,Rob Schneider
1999,Big Daddy,Cole Sprouse
1999,Big Daddy,Dylan Sprouse
1999,Big Daddy,Leslie Mann
1999,Deep Blue Sea,Saffron Burrows
1999,Deep Blue Sea,Thomas Jane
